Repository,File Name,Class,Start Line,End Line,Displacement,Level
blurb_it,__main__.py,Simple Atributte,39,39,19,A2
blurb_it,__main__.py,Simple Atributte,40,40,19,A2
blurb_it,__main__.py,Simple Atributte,42,42,19,A2
blurb_it,__main__.py,Simple Atributte,52,52,27,A2
blurb_it,__main__.py,Simple Atributte,53,53,25,A2
blurb_it,__main__.py,Simple Atributte,64,64,27,A2
blurb_it,__main__.py,Simple Atributte,65,65,25,A2
blurb_it,__main__.py,Simple Atributte,66,66,13,A2
blurb_it,__main__.py,Simple Atributte,67,67,8,A2
blurb_it,__main__.py,Simple Atributte,76,76,12,A2
blurb_it,__main__.py,Simple Atributte,78,78,23,A2
blurb_it,__main__.py,Simple Atributte,80,80,13,A2
blurb_it,__main__.py,Simple Atributte,81,81,8,A2
blurb_it,__main__.py,Simple Atributte,138,138,22,A2
blurb_it,__main__.py,Simple Atributte,146,146,13,A2
blurb_it,__main__.py,Simple Atributte,151,151,20,A2
blurb_it,__main__.py,Simple Atributte,157,157,23,A2
blurb_it,__main__.py,Simple Atributte,158,158,18,A2
blurb_it,__main__.py,Simple Atributte,161,161,20,A2
blurb_it,__main__.py,Simple Atributte,164,164,8,A2
blurb_it,__main__.py,Simple Atributte,225,225,19,A2
blurb_it,__main__.py,Simple Atributte,228,228,15,A2
blurb_it,__main__.py,Simple Atributte,232,232,17,A2
blurb_it,__main__.py,Simple Atributte,245,245,29,A2
blurb_it,__main__.py,Simple Atributte,245,245,42,A2
blurb_it,__main__.py,Simple Atributte,246,246,11,A2
blurb_it,__main__.py,Simple Atributte,249,249,4,A2
blurb_it,__main__.py,Simple Atributte,76,76,12,A2
blurb_it,__main__.py,Simple Atributte,82,82,19,A2
blurb_it,__main__.py,Simple Atributte,91,91,19,A2
blurb_it,__main__.py,Simple Atributte,128,128,15,A2
blurb_it,__main__.py,Simple Atributte,147,147,32,A2
blurb_it,__main__.py,Simple Atributte,149,149,21,A2
blurb_it,__main__.py,Simple Atributte,152,152,15,A2
blurb_it,__main__.py,Simple Atributte,155,155,18,A2
blurb_it,__main__.py,Simple Atributte,159,159,21,A2
blurb_it,__main__.py,Simple Atributte,160,160,21,A2
blurb_it,__main__.py,Simple Atributte,166,166,19,A2
blurb_it,__main__.py,Simple Atributte,176,176,19,A2
blurb_it,__main__.py,Simple Atributte,237,237,12,A2
blurb_it,__main__.py,Simple Atributte,243,243,20,A2
blurb_it,__main__.py,Simple Atributte,250,250,20,A2
blurb_it,__main__.py,Simple Atributte,39,39,19,A2
blurb_it,__main__.py,Simple Atributte,67,67,29,A2
blurb_it,__main__.py,Simple Atributte,81,81,29,A2
blurb_it,__main__.py,Simple Atributte,96,96,19,A2
blurb_it,__main__.py,Simple Atributte,151,151,20,A2
blurb_it,__main__.py,Simple Atributte,153,153,23,A2
blurb_it,__main__.py,Simple Atributte,157,157,23,A2
blurb_it,__main__.py,Simple Atributte,158,158,18,A2
blurb_it,__main__.py,Simple Atributte,161,161,20,A2
blurb_it,__main__.py,Simple Atributte,193,193,26,A2
blurb_it,__main__.py,Simple Atributte,194,194,26,A2
blurb_it,__main__.py,Simple Atributte,205,205,23,A2
blurb_it,__main__.py,Simple Atributte,228,228,38,A2
blurb_it,__main__.py,Simple Atributte,243,243,44,A2
blurb_it,__main__.py,Simple Atributte,250,250,42,A2
blurb_it,__main__.py,Simple Atributte,39,39,19,A2
blurb_it,__main__.py,Simple Atributte,87,87,23,A2
blurb_it,__main__.py,Simple Atributte,87,87,59,A2
blurb_it,__main__.py,Simple Atributte,90,90,22,A2
blurb_it,__main__.py,Simple Atributte,92,92,23,A2
blurb_it,__main__.py,Simple Atributte,98,98,29,A2
blurb_it,__main__.py,Simple Atributte,99,99,33,A2
blurb_it,__main__.py,Simple Atributte,102,102,23,A2
blurb_it,__main__.py,Simple Atributte,122,122,23,A2
blurb_it,__main__.py,Simple Atributte,128,128,38,A2
blurb_it,__main__.py,Simple Atributte,159,159,21,A2
blurb_it,__main__.py,Simple Atributte,170,170,23,A2
blurb_it,__main__.py,Simple Atributte,170,170,59,A2
blurb_it,__main__.py,Simple Atributte,173,173,37,A2
blurb_it,__main__.py,Simple Atributte,177,177,23,A2
blurb_it,__main__.py,Simple Atributte,191,191,27,A2
blurb_it,__main__.py,Simple Atributte,193,193,43,A2
blurb_it,__main__.py,Simple Atributte,243,243,44,A2
blurb_it,__main__.py,Simple Atributte,243,243,57,A2
blurb_it,__main__.py,Simple Atributte,250,250,42,A2
blurb_it,__main__.py,Simple Atributte,250,250,55,A2
blurb_it,__main__.py,Simple Atributte,98,98,29,A2
blurb_it,__main__.py,Simple Atributte,99,99,33,A2
blurb_it,__main__.py,Simple Atributte,105,105,38,A2
blurb_it,__main__.py,Simple Atributte,108,108,33,A2
blurb_it,__main__.py,Simple Atributte,202,202,37,A2
blurb_it,__main__.py,Simple Atributte,228,228,38,A2
blurb_it,__main__.py,Simple Atributte,92,92,46,A2
blurb_it,__main__.py,Simple Atributte,117,117,27,A2
blurb_it,__main__.py,Simple Atributte,118,118,32,A2
blurb_it,__main__.py,Simple Atributte,121,121,26,A2
blurb_it,__main__.py,Simple Atributte,123,123,27,A2
blurb_it,__main__.py,Simple Atributte,128,128,38,A2
blurb_it,__main__.py,Simple Atributte,177,177,46,A2
blurb_it,__main__.py,Simple Atributte,182,182,27,A2
blurb_it,__main__.py,Simple Atributte,183,183,32,A2
blurb_it,__main__.py,Simple Atributte,207,207,30,A2
blurb_it,__main__.py,Simple Atributte,228,228,38,A2
blurb_it,__main__.py,Simple Atributte,128,128,38,A2
blurb_it,__main__.py,Simple Atributte,92,92,46,A2
blurb_it,__main__.py,Simple Atributte,124,124,33,A2
blurb_it,__main__.py,Simple Atributte,177,177,46,A2
blurb_it,__main__.py,Simple Atributte,92,92,46,A2
blurb_it,__main__.py,Simple Atributte,177,177,46,A2
blurb_it,__main__.py,Simple Atributte,124,124,33,A2
blurb_it,__main__.py,Simple Atributte,124,124,33,A2
blurb_it,__main__.py,Unary Operation,152,154,11,A1
blurb_it,__main__.py,Boolean Operation,37,37,7,A1
blurb_it,__main__.py,Subscript,35,35,4,A1
blurb_it,__main__.py,Subscript,36,36,4,A1
blurb_it,__main__.py,Subscript,52,52,4,A1
blurb_it,__main__.py,Subscript,53,53,4,A1
blurb_it,__main__.py,Subscript,64,64,4,A1
blurb_it,__main__.py,Subscript,65,65,4,A1
blurb_it,__main__.py,Subscript,245,245,4,A1
blurb_it,__main__.py,Subscript,38,38,8,A1
blurb_it,__main__.py,Subscript,38,38,30,A1
blurb_it,__main__.py,Subscript,139,139,11,A1
blurb_it,__main__.py,Subscript,140,140,19,A1
blurb_it,__main__.py,Subscript,39,39,19,A1
blurb_it,__main__.py,Subscript,84,84,36,A1
blurb_it,__main__.py,Subscript,167,167,36,A1
blurb_it,__main__.py,Subscript,192,192,36,A1
blurb_it,__main__.py,Subscript,109,109,29,A1
blurb_it,__main__.py,Subscript,110,110,16,A1
blurb_it,__main__.py,Subscript,111,111,16,A1
blurb_it,__main__.py,Subscript,112,112,16,A1
blurb_it,__main__.py,Subscript,112,112,38,A1
blurb_it,__main__.py,Subscript,188,188,20,A1
blurb_it,__main__.py,Subscript,192,192,36,A1
blurb_it,__main__.py,Subscript,196,196,30,A1
blurb_it,__main__.py,Subscript,215,215,33,A1
blurb_it,__main__.py,Subscript,216,216,20,A1
blurb_it,__main__.py,Subscript,217,217,20,A1
blurb_it,__main__.py,Subscript,217,217,38,A1
blurb_it,__main__.py,Subscript,218,220,20,A1
blurb_it,__main__.py,Subscript,221,221,20,A1
blurb_it,__main__.py,Subscript,222,222,20,A1
blurb_it,__main__.py,Subscript,90,90,53,A1
blurb_it,__main__.py,Subscript,114,114,40,A1
blurb_it,__main__.py,Subscript,174,174,29,A1
blurb_it,__main__.py,Subscript,189,189,32,A1
blurb_it,__main__.py,Subscript,192,192,36,A1
blurb_it,__main__.py,Subscript,196,196,30,A1
blurb_it,__main__.py,Subscript,209,211,20,A1
blurb_it,__main__.py,Subscript,212,212,20,A1
blurb_it,__main__.py,Subscript,213,213,20,A1
blurb_it,__main__.py,Subscript,215,215,33,A1
blurb_it,__main__.py,Subscript,217,217,38,A1
blurb_it,__main__.py,Subscript,228,228,38,A1
blurb_it,__main__.py,Subscript,128,128,38,A1
blurb_it,__main__.py,Subscript,181,181,36,A1
blurb_it,__main__.py,Subscript,121,121,57,A1
blurb_it,__main__.py,Subscript,92,92,46,A1
blurb_it,__main__.py,Subscript,177,177,46,A1
blurb_it,__main__.py,Subscript,124,124,33,A1
blurb_it,__main__.py,Simple Assignment,22,22,0,A1
blurb_it,__main__.py,Simple Assignment,33,33,4,A1
blurb_it,__main__.py,Simple Assignment,34,34,4,A1
blurb_it,__main__.py,Simple Assignment,35,35,4,A1
blurb_it,__main__.py,Simple Assignment,36,36,4,A1
blurb_it,__main__.py,Simple Assignment,51,51,4,A1
blurb_it,__main__.py,Simple Assignment,52,52,4,A1
blurb_it,__main__.py,Simple Assignment,53,53,4,A1
blurb_it,__main__.py,Simple Assignment,54,54,4,A1
blurb_it,__main__.py,Simple Assignment,63,63,4,A1
blurb_it,__main__.py,Simple Assignment,64,64,4,A1
blurb_it,__main__.py,Simple Assignment,65,65,4,A1
blurb_it,__main__.py,Simple Assignment,69,69,4,A1
blurb_it,__main__.py,Simple Assignment,76,76,4,A1
blurb_it,__main__.py,Simple Assignment,77,77,4,A1
blurb_it,__main__.py,Simple Assignment,78,78,4,A1
blurb_it,__main__.py,Simple Assignment,130,132,4,A1
blurb_it,__main__.py,Simple Assignment,232,232,4,A1
blurb_it,__main__.py,Simple Assignment,233,233,4,A1
blurb_it,__main__.py,Simple Assignment,235,240,4,A1
blurb_it,__main__.py,Simple Assignment,245,245,4,A1
blurb_it,__main__.py,Simple Assignment,246,246,4,A1
blurb_it,__main__.py,Simple Assignment,38,38,8,A1
blurb_it,__main__.py,Simple Assignment,39,39,8,A1
blurb_it,__main__.py,Simple Assignment,40,40,8,A1
blurb_it,__main__.py,Simple Assignment,42,44,8,A1
blurb_it,__main__.py,Simple Assignment,138,138,8,A1
blurb_it,__main__.py,Simple Assignment,147,147,8,A1
blurb_it,__main__.py,Simple Assignment,148,148,8,A1
blurb_it,__main__.py,Simple Assignment,149,149,8,A1
blurb_it,__main__.py,Simple Assignment,151,151,8,A1
blurb_it,__main__.py,Simple Assignment,157,157,8,A1
blurb_it,__main__.py,Simple Assignment,158,158,8,A1
blurb_it,__main__.py,Assigment with sum (total = total + 1),159,159,8,A1
blurb_it,__main__.py,Simple Assignment,160,160,8,A1
blurb_it,__main__.py,Simple Assignment,161,161,8,A1
blurb_it,__main__.py,Simple Assignment,163,163,8,A1
blurb_it,__main__.py,Simple Assignment,224,224,8,A1
blurb_it,__main__.py,Simple Assignment,225,225,8,A1
blurb_it,__main__.py,Simple Assignment,248,248,8,A1
blurb_it,__main__.py,Simple Assignment,84,84,12,A1
blurb_it,__main__.py,Simple Assignment,86,88,12,A1
blurb_it,__main__.py,Simple Assignment,167,167,12,A1
blurb_it,__main__.py,Simple Assignment,169,171,12,A1
blurb_it,__main__.py,Simple Assignment,97,101,12,A1
blurb_it,__main__.py,Simple Assignment,173,175,16,A1
blurb_it,__main__.py,Simple Assignment,179,184,16,A1
blurb_it,__main__.py,Simple Assignment,186,190,16,A1
blurb_it,__main__.py,Simple Assignment,191,191,16,A1
blurb_it,__main__.py,Simple Assignment,192,192,16,A1
blurb_it,__main__.py,Simple Assignment,193,193,16,A1
blurb_it,__main__.py,Simple Assignment,194,194,16,A1
blurb_it,__main__.py,Simple Assignment,195,200,16,A1
blurb_it,__main__.py,Simple Assignment,105,105,16,A1
blurb_it,__main__.py,Simple Assignment,106,106,16,A1
blurb_it,__main__.py,Simple Assignment,107,107,16,A1
blurb_it,__main__.py,Simple Assignment,108,108,16,A1
blurb_it,__main__.py,Simple Assignment,109,109,16,A1
blurb_it,__main__.py,Simple Assignment,110,110,16,A1
blurb_it,__main__.py,Simple Assignment,111,111,16,A1
blurb_it,__main__.py,Simple Assignment,112,112,16,A1
blurb_it,__main__.py,Simple Assignment,114,114,16,A1
blurb_it,__main__.py,Simple Assignment,116,119,16,A1
blurb_it,__main__.py,Simple Assignment,202,204,20,A1
blurb_it,__main__.py,Simple Assignment,215,215,20,A1
blurb_it,__main__.py,Simple Assignment,216,216,20,A1
blurb_it,__main__.py,Simple Assignment,217,217,20,A1
blurb_it,__main__.py,Simple Assignment,218,220,20,A1
blurb_it,__main__.py,Simple Assignment,221,221,20,A1
blurb_it,__main__.py,Simple Assignment,222,222,20,A1
blurb_it,__main__.py,Simple Assignment,209,211,20,A1
blurb_it,__main__.py,Simple Assignment,212,212,20,A1
blurb_it,__main__.py,Simple Assignment,213,213,20,A1
blurb_it,__main__.py,'raise' exception,155,155,12,B1
blurb_it,__main__.py,Import,3,3,0,A2
blurb_it,__main__.py,Import,4,4,0,A2
blurb_it,__main__.py,Import,6,6,0,A2
blurb_it,__main__.py,Import,7,7,0,A2
blurb_it,__main__.py,Import,8,8,0,A2
blurb_it,__main__.py,Import,9,9,0,A2
blurb_it,__main__.py,Import,10,10,0,A2
blurb_it,__main__.py,From,1,1,0,A2
blurb_it,__main__.py,From,11,11,0,A2
blurb_it,__main__.py,From,12,12,0,A2
blurb_it,__main__.py,From,13,13,0,A2
blurb_it,__main__.py,From,14,14,0,A2
blurb_it,__main__.py,From,15,15,0,A2
blurb_it,__main__.py,From,16,16,0,A2
blurb_it,__main__.py,From,17,17,0,A2
blurb_it,__main__.py,From,18,18,0,A2
blurb_it,__main__.py,From,20,20,0,A2
blurb_it,__main__.py,Alias,1,1,23,A1
blurb_it,__main__.py,Alias,3,3,7,A1
blurb_it,__main__.py,Alias,4,4,7,A1
blurb_it,__main__.py,Alias,6,6,7,A1
blurb_it,__main__.py,Alias,7,7,7,A1
blurb_it,__main__.py,Alias,8,8,7,A1
blurb_it,__main__.py,Alias,9,9,7,A1
blurb_it,__main__.py,Alias,10,10,7,A1
blurb_it,__main__.py,Alias,11,11,20,A1
blurb_it,__main__.py,Alias,12,12,32,A1
blurb_it,__main__.py,Alias,13,13,33,A1
blurb_it,__main__.py,Alias,14,14,28,A1
blurb_it,__main__.py,Alias,14,14,41,A1
blurb_it,__main__.py,Alias,15,15,43,A1
blurb_it,__main__.py,Alias,16,16,25,A1
blurb_it,__main__.py,Alias,17,17,30,A1
blurb_it,__main__.py,Alias,18,18,27,A1
blurb_it,__main__.py,Alias,18,18,58,A1
blurb_it,__main__.py,Alias,20,20,21,A1
blurb_it,__main__.py,Alias,20,20,28,A1
blurb_it,__main__.py,Alias,20,20,40,A1
blurb_it,__main__.py,If statements using → __name__ == ‘__main__’,231,251,0,B2
blurb_it,__main__.py,Simple If statements,37,44,4,A1
blurb_it,__main__.py,Simple If statements,66,67,4,A1
blurb_it,__main__.py,Simple If statements,80,128,4,A1
blurb_it,__main__.py,Simple If statements,146,228,4,A1
blurb_it,__main__.py,Simple If statements,247,248,4,A1
blurb_it,__main__.py,Simple If statements,94,128,4,A1
blurb_it,__main__.py,Simple If statements,139,140,8,A1
blurb_it,__main__.py,Simple If statements,152,155,8,A1
blurb_it,__main__.py,Simple For Loop,137,140,4,A1
blurb_it,__main__.py,Exception --> try/except,89,92,12,B1
blurb_it,__main__.py,Exception --> try/except/else,172,222,12,B1
blurb_it,__main__.py,Exception --> try/except/else,201,222,16,B1
blurb_it,__main__.py,Exception --> try/except,120,125,16,B1
blurb_it,__main__.py,Except Handler,91,92,12,A1
blurb_it,__main__.py,Except Handler,176,177,12,A1
blurb_it,__main__.py,Except Handler,205,213,16,A1
blurb_it,__main__.py,Except Handler,122,125,16,A1
blurb_it,__main__.py,Function with Simple argument,136,141,0,A1
blurb_it,__main__.py,Return,45,45,4,A1
blurb_it,__main__.py,Return,55,55,4,A1
blurb_it,__main__.py,Return,70,70,4,A1
blurb_it,__main__.py,Return,133,133,4,A1
blurb_it,__main__.py,Return,141,141,4,A1
blurb_it,__main__.py,Return,226,226,8,A1
blurb_it,__main__.py,Return,228,228,8,A1
blurb_it,__main__.py,Return,128,128,8,A1
blurb_it,__main__.py,Return,140,140,12,A1
blurb_it,__main__.py,Return,92,92,16,A1
blurb_it,__main__.py,Return,177,177,16,A1
blurb_it,__main__.py,Return,123,125,20,A1
blurb_it,middleware.py,Simple Dictionary,15,15,18,A2
blurb_it,middleware.py,Simple Atributte,5,5,1,A2
blurb_it,middleware.py,Simple Atributte,10,10,11,A2
blurb_it,middleware.py,Simple Atributte,11,11,11,A2
blurb_it,middleware.py,Simple Atributte,12,12,22,A2
blurb_it,middleware.py,Simple Atributte,14,14,22,A2
blurb_it,middleware.py,Simple Atributte,15,15,55,A2
blurb_it,middleware.py,Simple Atributte,16,16,19,A2
blurb_it,middleware.py,Simple Assignment,9,9,8,A1
blurb_it,middleware.py,Simple Assignment,15,15,8,A1
blurb_it,middleware.py,Simple Assignment,16,18,8,A1
blurb_it,middleware.py,Simple Assignment,12,12,12,A1
blurb_it,middleware.py,Simple Assignment,14,14,12,A1
blurb_it,middleware.py,Import,1,1,0,A2
blurb_it,middleware.py,From,2,2,0,A2
blurb_it,middleware.py,Alias,1,1,7,A1
blurb_it,middleware.py,Alias,2,2,20,A1
blurb_it,middleware.py,Simple If statements,11,14,8,A1
blurb_it,middleware.py,Exception --> try/except,8,18,4,B1
blurb_it,middleware.py,Except Handler,10,18,4,A1
blurb_it,middleware.py,Return,19,19,4,A1
blurb_it,error.py,Inherited Class from Exception,1,3,0,B1
blurb_it,error.py,Inherited Class from BlurbItException,6,8,0,B1
blurb_it,util.py,Simple Dictionary,26,26,25,A2
blurb_it,util.py,Formatted Value,16,16,30,A1
blurb_it,util.py,Formatted Value,16,16,40,A1
blurb_it,util.py,Formatted Value,16,16,56,A1
blurb_it,util.py,Formatted Value,16,16,71,A1
blurb_it,util.py,Formatted Value,67,67,48,A1
blurb_it,util.py,Formatted Value,13,13,71,A1
blurb_it,util.py,Joined String,16,16,11,A1
blurb_it,util.py,Joined String,67,67,8,A1
blurb_it,util.py,Joined String,13,13,25,A1
blurb_it,util.py,Simple Atributte,14,14,11,A2
blurb_it,util.py,Simple Atributte,21,21,13,A2
blurb_it,util.py,Simple Atributte,22,22,11,A2
blurb_it,util.py,Simple Atributte,49,49,11,A2
blurb_it,util.py,Simple Atributte,53,53,11,A2
blurb_it,util.py,Simple Atributte,58,58,30,A2
blurb_it,util.py,Simple Atributte,66,66,10,A2
blurb_it,util.py,Simple Atributte,14,14,46,A2
blurb_it,util.py,Simple Atributte,37,37,11,A2
blurb_it,util.py,Simple Atributte,37,37,47,A2
blurb_it,util.py,Simple Atributte,21,21,13,A2
blurb_it,util.py,Simple Atributte,21,21,25,A2
blurb_it,util.py,Simple Atributte,22,22,11,A2
blurb_it,util.py,Boolean Operation,26,26,14,A1
blurb_it,util.py,Boolean Operation,37,37,11,A1
blurb_it,util.py,Subscript,29,29,8,A1
blurb_it,util.py,Subscript,29,29,30,A1
blurb_it,util.py,Subscript,30,30,8,A1
blurb_it,util.py,Subscript,30,30,27,A1
blurb_it,util.py,Subscript,42,42,15,A1
blurb_it,util.py,Subscript,22,22,11,A1
blurb_it,util.py,Subscript,44,44,8,A1
blurb_it,util.py,Subscript,63,63,11,A1
blurb_it,util.py,Subscript,63,63,11,A1
blurb_it,util.py,Slice,22,22,44,A1
blurb_it,util.py,Simple Assignment,14,14,4,A1
blurb_it,util.py,Simple Assignment,15,15,4,A1
blurb_it,util.py,Simple Assignment,16,16,4,A1
blurb_it,util.py,Simple Assignment,21,21,4,A1
blurb_it,util.py,Simple Assignment,26,26,4,A1
blurb_it,util.py,Simple Assignment,36,36,4,A1
blurb_it,util.py,Simple Assignment,28,28,8,A1
blurb_it,util.py,Simple Assignment,29,29,8,A1
blurb_it,util.py,Simple Assignment,30,30,8,A1
blurb_it,util.py,Simple Assignment,44,44,8,A1
blurb_it,util.py,'raise' exception,66,68,4,B1
blurb_it,util.py,'raise' exception,13,13,8,B1
blurb_it,util.py,Import,1,1,0,A2
blurb_it,util.py,Import,2,2,0,A2
blurb_it,util.py,Import,3,3,0,A2
blurb_it,util.py,Import,4,4,0,A2
blurb_it,util.py,From,6,6,0,A2
blurb_it,util.py,From,8,8,0,A2
blurb_it,util.py,Alias,1,1,7,A1
blurb_it,util.py,Alias,2,2,7,A1
blurb_it,util.py,Alias,3,3,7,A1
blurb_it,util.py,Alias,4,4,7,A1
blurb_it,util.py,Alias,6,6,28,A1
blurb_it,util.py,Alias,8,8,21,A1
blurb_it,util.py,Simple If statements,12,13,4,A1
blurb_it,util.py,Simple If statements,27,30,4,A1
blurb_it,util.py,Simple If statements,63,64,8,A1
blurb_it,util.py,Exception --> try/except,41,45,4,B1
blurb_it,util.py,Except Handler,43,45,4,A1
blurb_it,util.py,Function with Simple argument,40,45,0,A1
blurb_it,util.py,Function,48,49,0,A1
blurb_it,util.py,Function with Simple argument,52,53,0,A1
blurb_it,util.py,Return,17,17,4,A1
blurb_it,util.py,Return,22,22,4,A1
blurb_it,util.py,Return,32,32,4,A1
blurb_it,util.py,Return,37,37,4,A1
blurb_it,util.py,Return,49,49,4,A1
blurb_it,util.py,Return,53,53,4,A1
blurb_it,util.py,Return,42,42,8,A1
blurb_it,util.py,Return,45,45,8,A1
blurb_it,util.py,Return,64,64,12,A1
tests,test_util.py,Simple List,137,137,41,A1
tests,test_util.py,1 Dictionary List,143,151,24,B1
tests,test_util.py,2 Dictionary List,158,173,24,B1
tests,test_util.py,Simple List,17,17,24,A1
tests,test_util.py,Simple List,18,18,25,A1
tests,test_util.py,Simple Tuple,137,137,42,A1
tests,test_util.py,Simple Tuple,137,137,55,A1
tests,test_util.py,Simple Dictionary,93,93,30,A2
tests,test_util.py,Simple Dictionary,100,100,30,A2
tests,test_util.py,1 Nested Dictionary,144,150,8,B1
tests,test_util.py,1 Nested Dictionary,159,165,8,B1
tests,test_util.py,1 Nested Dictionary,166,172,8,B1
tests,test_util.py,Simple Dictionary,123,123,31,A2
tests,test_util.py,Simple Dictionary,128,128,31,A2
tests,test_util.py,Simple Dictionary,146,149,23,A2
tests,test_util.py,Simple Dictionary,161,164,23,A2
tests,test_util.py,Simple Dictionary,168,171,23,A2
tests,test_util.py,Simple Atributte,137,137,1,A2
tests,test_util.py,Simple Atributte,12,12,8,A2
tests,test_util.py,Simple Atributte,13,13,8,A2
tests,test_util.py,Simple Atributte,14,14,8,A2
tests,test_util.py,Simple Atributte,15,15,8,A2
tests,test_util.py,Simple Atributte,16,16,8,A2
tests,test_util.py,Simple Atributte,17,17,8,A2
tests,test_util.py,Simple Atributte,18,18,8,A2
tests,test_util.py,Simple Atributte,21,21,8,A2
tests,test_util.py,Simple Atributte,22,22,20,A2
tests,test_util.py,Simple Atributte,56,56,11,A2
tests,test_util.py,Simple Atributte,57,57,11,A2
tests,test_util.py,Simple Atributte,67,67,11,A2
tests,test_util.py,Simple Atributte,121,121,4,A2
tests,test_util.py,Simple Atributte,132,132,12,A2
tests,test_util.py,Simple Atributte,137,137,1,A2
tests,test_util.py,Simple Atributte,38,38,18,A2
tests,test_util.py,Simple Atributte,43,43,17,A2
tests,test_util.py,Simple Atributte,61,61,17,A2
tests,test_util.py,Simple Atributte,71,71,9,A2
tests,test_util.py,Simple Atributte,85,85,24,A2
tests,test_util.py,Simple Atributte,92,92,28,A2
tests,test_util.py,Simple Atributte,99,99,28,A2
tests,test_util.py,Simple Atributte,123,123,11,A2
tests,test_util.py,Simple Atributte,128,128,11,A2
tests,test_util.py,Simple Atributte,139,139,11,A2
tests,test_util.py,Simple Atributte,153,153,19,A2
tests,test_util.py,Simple Atributte,175,175,9,A2
tests,test_util.py,Simple Atributte,175,175,23,A2
tests,test_util.py,Simple Atributte,177,177,11,A2
tests,test_util.py,Simple Atributte,75,75,14,A2
tests,test_util.py,Simple Atributte,176,176,14,A2
tests,test_util.py,Simple Atributte,177,177,11,A2
tests,test_util.py,Simple Atributte,134,134,29,A2
tests,test_util.py,Simple Atributte,134,134,52,A2
tests,test_util.py,Subscript,106,106,4,A1
tests,test_util.py,Subscript,107,107,4,A1
tests,test_util.py,Subscript,108,108,4,A1
tests,test_util.py,Subscript,116,116,4,A1
tests,test_util.py,Subscript,154,154,21,A1
tests,test_util.py,Subscript,177,177,11,A1
tests,test_util.py,Simple Assignment,27,36,4,A1
tests,test_util.py,Simple Assignment,38,38,4,A1
tests,test_util.py,Simple Assignment,43,54,4,A1
tests,test_util.py,Simple Assignment,61,65,4,A1
tests,test_util.py,Simple Assignment,83,83,4,A1
tests,test_util.py,Simple Assignment,85,85,4,A1
